plant_curie,plant_name,disease_curie
ncbitaxon:212836,Euphorbia prostrata,MONDO:0043839
ncbitaxon:317406,Pieris japonica,MONDO:0002427
ncbitaxon:32201,Carya illinoinensis,MONDO:0024290
ncbitaxon:3668,Lagenaria siceraria,MONDO:0007471
ncbitaxon:3656,Cucumis melo,MONDO:0010842
ncbitaxon:58860,Tamarindus indica,MONDO:0011122
ncbitaxon:58860,Tamarindus indica,MONDO:0019182
ncbitaxon:99038,Glebionis coronaria,MONDO:0001357
ncbitaxon:3712,Brassica oleracea,MONDO:0005113
ncbitaxon:158536,Aristolochia baetica,MONDO:0005070
ncbitaxon:114456,Macrozamia communis,MONDO:0018408
ncbitaxon:4013,Toxicodendron vernicifluum,MONDO:0021100
ncbitaxon:3567,Amaranthus caudatus,MONDO:0002497
ncbitaxon:105181,Elettaria cardamomum,MONDO:0016120
ncbitaxon:65409,Scutellaria baicalensis,MONDO:0002635
ncbitaxon:4054,Panax ginseng,MONDO:0015796
ncbitaxon:136217,Curcuma longa,MONDO:0008199
ncbitaxon:69109,Adansonia digitata,MONDO:0005015
ncbitaxon:125261,Alpinia oxyphylla,MONDO:0043839
ncbitaxon:76025,Fallopia multiflora,MONDO:0007687
ncbitaxon:205567,Solanum muricatum,MONDO:0019019
ncbitaxon:59170,Valeriana jatamansi,MONDO:0005027
ncbitaxon:261423,Polygonatum sibiricum,MONDO:0005070
ncbitaxon:4138,Leonurus japonicus,MONDO:0002263
ncbitaxon:4043,Petroselinum crispum,MONDO:0008171
ncbitaxon:51089,Myristica fragrans,MONDO:0043839
ncbitaxon:458696,Tripterygium wilfordii,MONDO:0005532
ncbitaxon:3311,Ginkgo biloba,MONDO:0005283
ncbitaxon:336055,Antirhea chinensis,MONDO:0005070
ncbitaxon:136224,Curcuma zedoaria,MONDO:0005575
ncbitaxon:136224,Curcuma zedoaria,MONDO:0023113
ncbitaxon:4054,Panax ginseng,MONDO:0007179
ncbitaxon:4054,Panax ginseng,MONDO:0043152
ncbitaxon:58039,Juniperus communis,MONDO:0005105
ncbitaxon:222567,Strobilanthes cusia,MONDO:0005812
ncbitaxon:4432,Nelumbo nucifera,MONDO:0005016
ncbitaxon:4432,Nelumbo nucifera,MONDO:0005015
ncbitaxon:185970,Millettia pachyloba,MONDO:0005070
ncbitaxon:4392,Eucommia ulmoides,MONDO:0018177
ncbitaxon:84209,Kalanchoe delagoensis,MONDO:0005105
ncbitaxon:136217,Curcuma longa,MONDO:0005982
ncbitaxon:74654,Rosa roxburghii,MONDO:0005300
ncbitaxon:49840,Sophora flavescens,MONDO:0000775
ncbitaxon:107240,Scoparia dulcis,MONDO:0005178
ncbitaxon:28504,Putranjiva roxburghii,MONDO:0005061
ncbitaxon:555479,Nigella sativa,MONDO:0018492
ncbitaxon:555479,Nigella sativa,MONDO:0017885
ncbitaxon:3548,Trianthema portulacastrum,MONDO:0005015
ncbitaxon:174182,Aglaonema modestum,MONDO:0018984
ncbitaxon:136217,Curcuma longa,MONDO:0004995
ncbitaxon:336055,Antirhea chinensis,MONDO:0013059
ncbitaxon:336055,Antirhea chinensis,MONDO:0018866
ncbitaxon:555479,Nigella sativa,MONDO:0011122
ncbitaxon:555479,Nigella sativa,MONDO:0019052
ncbitaxon:555479,Nigella sativa,MONDO:0019182
ncbitaxon:49314,Annona cherimola,MONDO:0005070
ncbitaxon:130404,Piper methysticum,MONDO:0006547
ncbitaxon:152349,Tinospora sinensis,MONDO:0005070
ncbitaxon:328422,Aristolochia paucinervis,MONDO:0005070
ncbitaxon:231905,Garcinia dulcis,MONDO:0005015
ncbitaxon:90345,Abies balsamea,MONDO:0008930
ncbitaxon:90345,Abies balsamea,MONDO:0005130
ncbitaxon:158323,Astragalus penduliflorus,MONDO:0005812
ncbitaxon:48386,Perilla frutescens,MONDO:0005292
ncbitaxon:48106,Centella asiatica,MONDO:0002602
ncbitaxon:85232,Morus nigra,MONDO:0005379
ncbitaxon:74635,Rosa canina,MONDO:0005015
ncbitaxon:175694,Andrographis paniculata,MONDO:0004790
ncbitaxon:39367,Salvia rosmarinus,MONDO:0005240
ncbitaxon:122810,Lagerstroemia speciosa,MONDO:0002898
ncbitaxon:298661,Rhus coriaria,MONDO:0043839
ncbitaxon:298661,Rhus coriaria,MONDO:0004872
ncbitaxon:298661,Rhus coriaria,MONDO:0002243
ncbitaxon:114476,Gardenia jasminoides,MONDO:0007256
ncbitaxon:158323,Astragalus penduliflorus,MONDO:0008170
ncbitaxon:4043,Petroselinum crispum,MONDO:0005070
ncbitaxon:4090,Nicotiana glauca,MONDO:0005381
ncbitaxon:99050,Eriocephalus africanus,MONDO:0005070
ncbitaxon:58228,Garcinia mangostana,MONDO:0005828
ncbitaxon:171929,Anacardium occidentale,MONDO:0005292
ncbitaxon:318982,Commiphora myrrha,MONDO:0009693
ncbitaxon:318982,Commiphora myrrha,MONDO:0019438
ncbitaxon:173701,Boswellia sacra,MONDO:0009693
ncbitaxon:173701,Boswellia sacra,MONDO:0019438
ncbitaxon:3483,Cannabis sativa,MONDO:0004995
ncbitaxon:83951,Oroxylum indicum,MONDO:0016419
ncbitaxon:83951,Oroxylum indicum,MONDO:0021100
ncbitaxon:190260,Ixeridium dentatum,MONDO:0005015
ncbitaxon:44588,Panax quinquefolius,MONDO:0007943
ncbitaxon:106664,Colubrina asiatica,MONDO:0018866
ncbitaxon:106664,Colubrina asiatica,MONDO:0013059
ncbitaxon:190712,Periploca sepium,MONDO:0005554
ncbitaxon:198922,Indigofera zollingeriana,MONDO:0007256
ncbitaxon:613112,Boswellia serrata,MONDO:0009100
ncbitaxon:613112,Boswellia serrata,MONDO:0005147
ncbitaxon:86864,Codonopsis pilosula,MONDO:0005180
ncbitaxon:354523,Tetradium ruticarpum,MONDO:0000775
ncbitaxon:16922,Camptotheca acuminata,MONDO:0008170
ncbitaxon:264400,Barbarea intermedia,MONDO:0007243
ncbitaxon:469930,Garcinia kola,MONDO:0005154
ncbitaxon:558453,Stevia commixta,MONDO:0005105
ncbitaxon:34199,Aloe vera,MONDO:0005276
ncbitaxon:136217,Curcuma longa,MONDO:0024355
ncbitaxon:124943,Azadirachta indica,MONDO:0005240
ncbitaxon:57009,Sambucus javanica,MONDO:0012197
ncbitaxon:57009,Sambucus javanica,MONDO:0015909
ncbitaxon:155132,Akebia trifoliata,MONDO:0005276
ncbitaxon:3567,Amaranthus caudatus,MONDO:0002280
ncbitaxon:3567,Amaranthus caudatus,MONDO:0001356
ncbitaxon:171929,Anacardium occidentale,MONDO:0002356
ncbitaxon:16752,Houttuynia cordata,MONDO:0006733
ncbitaxon:16752,Houttuynia cordata,MONDO:0015288
ncbitaxon:114476,Gardenia jasminoides,MONDO:0005070
ncbitaxon:83862,Astragalus glycyphyllos,MONDO:0005070
ncbitaxon:83862,Astragalus glycyphyllos,MONDO:0005240
ncbitaxon:300479,Crassula sieberiana,MONDO:0005113
ncbitaxon:142615,Dendrobium officinale,MONDO:0021187
ncbitaxon:90037,Taraxacum mongolicum,MONDO:0006849
ncbitaxon:3735,Moringa oleifera,MONDO:0005292
ncbitaxon:271538,Breynia disticha,MONDO:0005070
ncbitaxon:182112,Ficus elastica,MONDO:0005578
ncbitaxon:3316,Thuja plicata,MONDO:0002406
ncbitaxon:57577,Trifolium pratense,MONDO:0009256
ncbitaxon:56535,Pulicaria dysenterica,MONDO:0004872
ncbitaxon:137220,Rheum officinale,MONDO:0002251
ncbitaxon:4052,Hedera helix,MONDO:0006525
ncbitaxon:155640,Melia azedarach,MONDO:0043839
ncbitaxon:3483,Cannabis sativa,MONDO:0004980
ncbitaxon:86864,Codonopsis pilosula,MONDO:0005010
ncbitaxon:86864,Codonopsis pilosula,MONDO:0010331
ncbitaxon:42229,Prunus avium,MONDO:0008656
ncbitaxon:3501,Urtica dioica,MONDO:0010811
ncbitaxon:425106,Stephania tetrandra,MONDO:0001106
ncbitaxon:85864,Magnolia officinalis,MONDO:0001106
ncbitaxon:3311,Ginkgo biloba,MONDO:0007263
ncbitaxon:235358,Gypsophila paniculata,MONDO:0022742
ncbitaxon:4092,Nicotiana plumbaginifolia,MONDO:0001357
ncbitaxon:4052,Hedera helix,MONDO:0005105
ncbitaxon:3902,Ulex europaeus,MONDO:0006086
ncbitaxon:4456,Alocasia macrorrhizos,MONDO:0003409
ncbitaxon:43725,Quassia amara,MONDO:0003472
ncbitaxon:33152,Ephedra sinica,MONDO:0001166
ncbitaxon:66680,Daphne mezereum,MONDO:0001517
ncbitaxon:4090,Nicotiana glauca,MONDO:0005108
ncbitaxon:4202,Sambucus nigra,MONDO:0005724
ncbitaxon:4054,Panax ginseng,MONDO:0005095
ncbitaxon:195120,Picrorhiza kurrooa,MONDO:0005154
ncbitaxon:13187,Parietaria officinalis,MONDO:0005324
ncbitaxon:49576,Torilis japonica,MONDO:0005070
ncbitaxon:203015,Rhodiola rosea,MONDO:0007263
ncbitaxon:33129,Phaseolus acutifolius,MONDO:0011122
ncbitaxon:4082,Solanum peruvianum,MONDO:0005654
ncbitaxon:3311,Ginkgo biloba,MONDO:0010940
ncbitaxon:3311,Ginkgo biloba,MONDO:0004979
ncbitaxon:200737,Pottia intermedia,MONDO:0005842
ncbitaxon:34256,Mentha x piperita,MONDO:0002268
ncbitaxon:128002,Tanacetum vulgare,MONDO:0043839
ncbitaxon:155640,Melia azedarach,MONDO:0004609
ncbitaxon:35889,Nicotiana glutinosa,MONDO:0015514
ncbitaxon:182084,Gynostemma pentaphyllum,MONDO:0018902
ncbitaxon:182084,Gynostemma pentaphyllum,MONDO:0007256
ncbitaxon:65561,Hypericum perforatum,MONDO:0008114
ncbitaxon:207834,Mikania cordata,MONDO:0001126
ncbitaxon:296034,Phyllanthus niruri,MONDO:0005136
ncbitaxon:296034,Phyllanthus niruri,MONDO:0012202
ncbitaxon:228354,Tephrosia purpurea,MONDO:0005303
ncbitaxon:252529,Citrullus colocynthis,MONDO:0004790
ncbitaxon:458696,Tripterygium wilfordii,MONDO:0005578
ncbitaxon:4054,Panax ginseng,MONDO:0020120
ncbitaxon:243120,Valeriana edulis,MONDO:0013600
ncbitaxon:19953,Valeriana officinalis,MONDO:0013600
ncbitaxon:141992,Justicia spicigera,MONDO:0005059
ncbitaxon:4120,Ipomoea batatas,MONDO:0005148
ncbitaxon:4545,Poa pratensis,MONDO:0000306
ncbitaxon:140101,Platanus x hispanica,MONDO:0005324
ncbitaxon:140101,Platanus x hispanica,MONDO:0002497
ncbitaxon:435612,Polystichum squarrosum,MONDO:0021074
ncbitaxon:48101,Angelica dahurica,MONDO:0012883
ncbitaxon:45385,Aloe arborescens,MONDO:0005070
ncbitaxon:425106,Stephania tetrandra,MONDO:0021804
ncbitaxon:425106,Stephania tetrandra,MONDO:0007179
ncbitaxon:425106,Stephania tetrandra,MONDO:0043152
ncbitaxon:379279,Prunus africana,MONDO:0010811
ncbitaxon:137221,Rheum palmatum,MONDO:0010811
ncbitaxon:137226,Rheum tanguticum,MONDO:0010811
ncbitaxon:571920,Lespedeza capitata,MONDO:0010811
ncbitaxon:37501,Maackia amurensis,MONDO:0021085
ncbitaxon:37501,Maackia amurensis,MONDO:0007648
ncbitaxon:70270,Geranium sanguineum,MONDO:0005812
ncbitaxon:85679,Thinopyrum intermedium,MONDO:0007471
ncbitaxon:211151,Cyanthillium cinereum,MONDO:0005136
ncbitaxon:23110,Hydrangea macrophylla,MONDO:0012202
ncbitaxon:23110,Hydrangea macrophylla,MONDO:0005136
ncbitaxon:334597,Yucca schidigera,MONDO:0004995
ncbitaxon:4558,Sorghum bicolor,MONDO:0016426
ncbitaxon:3311,Ginkgo biloba,MONDO:0005180
ncbitaxon:3821,Cajanus cajan,MONDO:0007889
ncbitaxon:3840,Vigna unguiculata subsp. cylindrica,MONDO:0001657
ncbitaxon:3840,Vigna unguiculata subsp. cylindrica,MONDO:0016642
ncbitaxon:3840,Vigna unguiculata subsp. cylindrica,MONDO:0021042
ncbitaxon:4222,Carthamus tinctorius,MONDO:0007169
ncbitaxon:4222,Carthamus tinctorius,MONDO:0005311
ncbitaxon:158538,Aristolochia clematitis,MONDO:0005993
ncbitaxon:85363,Aconitum carmichaelii,MONDO:0001126
ncbitaxon:130404,Piper methysticum,MONDO:0011728
ncbitaxon:65559,Euphorbia milii,MONDO:0005070
ncbitaxon:3517,Alnus glutinosa,MONDO:0015514
ncbitaxon:3467,Eschscholzia californica,MONDO:0005618
ncbitaxon:124943,Azadirachta indica,MONDO:0004525
ncbitaxon:158323,Astragalus penduliflorus,MONDO:0015288
ncbitaxon:3311,Ginkgo biloba,MONDO:0003620
ncbitaxon:53751,Echinacea purpurea,MONDO:0005940
ncbitaxon:91201,Gastrodia elata,MONDO:0005526
ncbitaxon:29722,Amaranthus tricolor,MONDO:0005070
ncbitaxon:185542,Ilex paraguariensis,MONDO:0004995
ncbitaxon:171251,Citrus medica,MONDO:0005070
ncbitaxon:443222,Toona sinensis,MONDO:0005070
ncbitaxon:3311,Ginkgo biloba,MONDO:0002317
ncbitaxon:38846,Euphorbia peplus,MONDO:0001209
ncbitaxon:92921,Silybum marianum,MONDO:0012292
ncbitaxon:92921,Silybum marianum,MONDO:0005231
ncbitaxon:92921,Silybum marianum,MONDO:0005366
ncbitaxon:147945,Asplenium ceterach,MONDO:0012202
ncbitaxon:147945,Asplenium ceterach,MONDO:0005136
ncbitaxon:124943,Azadirachta indica,MONDO:0005886
ncbitaxon:138033,Vachellia nilotica,MONDO:0001517
ncbitaxon:201509,Gmelina arborea,MONDO:0001517
ncbitaxon:479623,Vitex doniana,MONDO:0001517
ncbitaxon:516551,Lycopus lucidus,MONDO:0009568
ncbitaxon:296036,Phyllanthus emblica,MONDO:0005311
ncbitaxon:130404,Piper methysticum,MONDO:0013600
ncbitaxon:3369,Cryptomeria japonica,MONDO:0006733
ncbitaxon:274445,Pomaria fruticosa,MONDO:0005721
ncbitaxon:102693,Ulmus rubra,MONDO:0005070
ncbitaxon:137220,Rheum officinale,MONDO:0005070
ncbitaxon:4217,Arctium lappa,MONDO:0005070
ncbitaxon:265785,Atractylodes macrocephala,MONDO:0005070
ncbitaxon:361442,Vitex negundo,MONDO:0002909
ncbitaxon:3322,Cedrus deodara,MONDO:0005059
ncbitaxon:64032,Actaea cimicifuga,MONDO:0005070
ncbitaxon:272846,Asparagus racemosus,MONDO:0001126
ncbitaxon:126910,Withania somnifera,MONDO:0001126
ncbitaxon:4120,Ipomoea batatas,MONDO:0019004
ncbitaxon:124943,Azadirachta indica,MONDO:0002898
ncbitaxon:136217,Curcuma longa,MONDO:0005059
ncbitaxon:136217,Curcuma longa,MONDO:0005233
ncbitaxon:136217,Curcuma longa,MONDO:0005578
ncbitaxon:200320,Nicotiana suaveolens,MONDO:0005070
ncbitaxon:4120,Ipomoea batatas,MONDO:0002965
ncbitaxon:3311,Ginkgo biloba,MONDO:0021571
ncbitaxon:3311,Ginkgo biloba,MONDO:0005301
ncbitaxon:3349,Pinus sylvestris,MONDO:0002041
ncbitaxon:48038,Foeniculum vulgare,MONDO:0004975
ncbitaxon:83906,Boehmeria nivea,MONDO:0005344
ncbitaxon:172200,Terminalia arjuna,MONDO:0001382
ncbitaxon:270183,Bupleurum kaoi,MONDO:0005108
ncbitaxon:270183,Bupleurum kaoi,MONDO:0005113
ncbitaxon:37645,Cucurbita ficifolia,MONDO:0005015
ncbitaxon:458696,Tripterygium wilfordii,MONDO:0005047
ncbitaxon:3311,Ginkgo biloba,MONDO:0005072
ncbitaxon:182084,Gynostemma pentaphyllum,MONDO:0011122
ncbitaxon:182084,Gynostemma pentaphyllum,MONDO:0019182
ncbitaxon:165712,Actinidia macrosperma,MONDO:0009518
ncbitaxon:165712,Actinidia macrosperma,MONDO:0005124
ncbitaxon:91201,Gastrodia elata,MONDO:0005299
ncbitaxon:185002,Plantago ovata,MONDO:0004995
ncbitaxon:72900,Baccharis dracunculifolia,MONDO:0043839
ncbitaxon:85253,Punica protopunica,MONDO:0005070
ncbitaxon:97031,Trifolium pallidum,MONDO:0002897
ncbitaxon:82096,Eleutherococcus senticosus,MONDO:0005578
ncbitaxon:74635,Rosa canina,MONDO:0005578
ncbitaxon:74635,Rosa canina,MONDO:0005178
ncbitaxon:74635,Rosa canina,MONDO:0007704
ncbitaxon:49666,Paris polyphylla,MONDO:0021223
ncbitaxon:294734,Mentha cervina,MONDO:0005982
ncbitaxon:355332,Polygala tenuifolia,MONDO:0001627
ncbitaxon:103349,Vitis rotundifolia,MONDO:0021100
ncbitaxon:186954,Ligularia fischeri,MONDO:0005578
ncbitaxon:52163,Triticum monococcum subsp. aegilopoides,MONDO:0011555
ncbitaxon:52163,Triticum monococcum subsp. aegilopoides,MONDO:0024558
ncbitaxon:58228,Garcinia mangostana,MONDO:0005068
ncbitaxon:155022,Terminalia chebula,MONDO:0005015
ncbitaxon:318062,Euphorbia hirta,MONDO:0005618
ncbitaxon:210348,Brucea javanica,MONDO:0005644
ncbitaxon:269719,Cotinus coggygria,MONDO:0005154
ncbitaxon:65561,Hypericum perforatum,MONDO:0002898
ncbitaxon:185140,Acanthospermum australe,MONDO:0012202
ncbitaxon:185140,Acanthospermum australe,MONDO:0005136
ncbitaxon:203015,Rhodiola rosea,MONDO:0005618
ncbitaxon:261450,Coptis chinensis,MONDO:0005775
ncbitaxon:57926,Potentilla anserina,MONDO:0005366
ncbitaxon:545407,Loeselia coerulea,MONDO:0004995
ncbitaxon:545407,Loeselia coerulea,MONDO:0005070
ncbitaxon:545407,Loeselia coerulea,MONDO:0005015
ncbitaxon:308558,Echinacea angustifolia,MONDO:0005070
ncbitaxon:53749,Echinacea pallida,MONDO:0005070
ncbitaxon:340647,Passiflora trifoliata,MONDO:0018223
ncbitaxon:340647,Passiflora trifoliata,MONDO:0024551
ncbitaxon:268493,Astilbe chinensis,MONDO:0005070
ncbitaxon:136217,Curcuma longa,MONDO:0007243
ncbitaxon:3726,Raphanus sativus,MONDO:0000744
ncbitaxon:178812,Curatella americana,MONDO:0043839
ncbitaxon:63812,Peumus boldus,MONDO:0024498
ncbitaxon:63812,Peumus boldus,MONDO:0021042
ncbitaxon:261450,Coptis chinensis,MONDO:0019095
ncbitaxon:175403,Genista tenera,MONDO:0005015
ncbitaxon:126910,Withania somnifera,MONDO:0005420
ncbitaxon:3806,Bauhinia purpurea,MONDO:0005420
ncbitaxon:587669,Isodon rubescens,MONDO:0006732
ncbitaxon:183220,Abelmoschus manihot,MONDO:0005929
ncbitaxon:3350,Pinus thunbergii,MONDO:0019004
ncbitaxon:210369,Tribulus terrestris,MONDO:0005311
ncbitaxon:210369,Tribulus terrestris,MONDO:0007169
ncbitaxon:100521,Liriope spicata,MONDO:0005015
ncbitaxon:263974,Bacopa monnieri,MONDO:0003398
ncbitaxon:174226,Lysichiton camtschatcensis,MONDO:0001166
ncbitaxon:130414,Piper retrofractum,MONDO:0009741
ncbitaxon:130414,Piper retrofractum,MONDO:0005072
ncbitaxon:329212,Turnera diffusa,MONDO:0001821
ncbitaxon:384042,x Chitalpa tashkentensis,MONDO:0011382
ncbitaxon:384042,x Chitalpa tashkentensis,MONDO:0009412
ncbitaxon:167572,Stemona tuberosa,MONDO:0015277
ncbitaxon:3735,Moringa oleifera,MONDO:0012268
ncbitaxon:52877,Solanum glaucophyllum,MONDO:0005520
ncbitaxon:3311,Ginkgo biloba,MONDO:0007743
ncbitaxon:263974,Bacopa monnieri,MONDO:0016419
ncbitaxon:263974,Bacopa monnieri,MONDO:0021100
ncbitaxon:396367,Scutellaria barbata,MONDO:0016419
ncbitaxon:396367,Scutellaria barbata,MONDO:0021100
ncbitaxon:396367,Scutellaria barbata,MONDO:0008094
ncbitaxon:172057,Centaurium erythraea,MONDO:0005015
ncbitaxon:42333,Salvinia natans,MONDO:0005326
ncbitaxon:44586,Panax notoginseng,MONDO:0002909
ncbitaxon:44586,Panax notoginseng,MONDO:0019182
ncbitaxon:44586,Panax notoginseng,MONDO:0011122
ncbitaxon:136209,Curcuma aromatica,MONDO:0005240
ncbitaxon:280048,Copaifera langsdorffii,MONDO:0005070
ncbitaxon:130409,Piper peltatum,MONDO:0005136
ncbitaxon:130409,Piper peltatum,MONDO:0012202
ncbitaxon:3311,Ginkgo biloba,MONDO:0002268
ncbitaxon:182917,Oplopanax horridus,MONDO:0005575
ncbitaxon:182917,Oplopanax horridus,MONDO:0023113
ncbitaxon:183260,Hibiscus sabdariffa,MONDO:0021187
ncbitaxon:200492,Sophora alopecuroides,MONDO:0005292
ncbitaxon:228726,Vincetoxicum pycnostelma,MONDO:0005070
ncbitaxon:204144,Ocimum gratissimum,MONDO:0005070
ncbitaxon:52823,Asclepias curassavica,MONDO:0004872
ncbitaxon:52823,Asclepias curassavica,MONDO:0004277
ncbitaxon:52823,Asclepias curassavica,MONDO:0005654
ncbitaxon:555479,Nigella sativa,MONDO:0002268
ncbitaxon:43364,Aesculus hippocastanum,MONDO:0011122
ncbitaxon:43364,Aesculus hippocastanum,MONDO:0019182
ncbitaxon:4045,Apium graveolens,MONDO:0005301
ncbitaxon:4045,Apium graveolens,MONDO:0021571
ncbitaxon:65561,Hypericum perforatum,MONDO:0005301
ncbitaxon:54806,Saururus chinensis,MONDO:0010940
ncbitaxon:54806,Saururus chinensis,MONDO:0004979
ncbitaxon:78168,Passiflora edulis,MONDO:0005105
ncbitaxon:38705,Phyllostachys edulis,MONDO:0005148
ncbitaxon:503355,Chlorophytum borivilianum,MONDO:0005070
ncbitaxon:226208,Salvia miltiorrhiza,MONDO:0005300
ncbitaxon:122183,Geranium robertianum,MONDO:0005148
ncbitaxon:413791,Euclea undulata,MONDO:0005015
ncbitaxon:290213,Euphrasia officinalis,MONDO:0006515
ncbitaxon:204144,Ocimum gratissimum,MONDO:0005153
ncbitaxon:45164,Muntingia calabura,MONDO:0005070
ncbitaxon:4138,Leonurus japonicus,MONDO:0005203
ncbitaxon:48105,Bupleurum scorzonerifolium,MONDO:0005154
ncbitaxon:267557,Cuscuta chinensis,MONDO:0005298
ncbitaxon:267557,Cuscuta chinensis,MONDO:0008159
ncbitaxon:441178,Blumea densiflora,MONDO:0005136
ncbitaxon:441178,Blumea densiflora,MONDO:0012202
ncbitaxon:4054,Panax ginseng,MONDO:0010691
ncbitaxon:136217,Curcuma longa,MONDO:0011438
ncbitaxon:3311,Ginkgo biloba,MONDO:0002243
ncbitaxon:103999,Codonopsis lanceolata,MONDO:0005053
ncbitaxon:254027,Oldenlandia diffusa,MONDO:0005059
ncbitaxon:405319,Piper sarmentosum,MONDO:0005298
ncbitaxon:405319,Piper sarmentosum,MONDO:0008159
ncbitaxon:4220,Artemisia vulgaris,MONDO:0008362
ncbitaxon:4054,Panax ginseng,MONDO:0019929
ncbitaxon:199623,Alpinia officinarum,MONDO:0019182
ncbitaxon:199623,Alpinia officinarum,MONDO:0011122
ncbitaxon:92921,Silybum marianum,MONDO:0005148
ncbitaxon:318068,Xanthium strumarium,MONDO:0005136
ncbitaxon:4378,Dillenia indica,MONDO:0005015
ncbitaxon:3527,Phytolacca americana,MONDO:0021042
ncbitaxon:3527,Phytolacca americana,MONDO:0024498
ncbitaxon:178107,Qualea grandiflora,MONDO:0004298
ncbitaxon:3899,Trifolium repens,MONDO:0005660
ncbitaxon:39338,Melissa officinalis,MONDO:0005401
ncbitaxon:318068,Xanthium strumarium,MONDO:0005108
ncbitaxon:353103,Sagittaria rhombifolia,MONDO:0005578
ncbitaxon:507414,Combretum molle,MONDO:0001126
ncbitaxon:507414,Combretum molle,MONDO:0004298
ncbitaxon:285591,Tinospora crispa,MONDO:0005015
ncbitaxon:546409,Satureja cuneifolia,MONDO:0005629
ncbitaxon:39338,Melissa officinalis,MONDO:0005629
ncbitaxon:4460,Colocasia esculenta,MONDO:0021223
ncbitaxon:4460,Colocasia esculenta,MONDO:0007256
ncbitaxon:3813,Albizia julibrissin,MONDO:0011122
ncbitaxon:3813,Albizia julibrissin,MONDO:0019182
ncbitaxon:319147,Bridelia ferruginea,MONDO:0012202
ncbitaxon:319147,Bridelia ferruginea,MONDO:0005136
ncbitaxon:339321,Rubia cordifolia,MONDO:0005292
ncbitaxon:263974,Bacopa monnieri,MONDO:0005260
ncbitaxon:263974,Bacopa monnieri,MONDO:0020836
ncbitaxon:66014,Cymbopogon citratus,MONDO:0000879
ncbitaxon:219868,Syzygium aromaticum,MONDO:0000879
ncbitaxon:3311,Ginkgo biloba,MONDO:0011729
ncbitaxon:3735,Moringa oleifera,MONDO:0004995
ncbitaxon:4068,Gymnema sylvestre,MONDO:0005148
ncbitaxon:48038,Foeniculum vulgare,MONDO:0005298
ncbitaxon:48038,Foeniculum vulgare,MONDO:0008159
ncbitaxon:312531,Peucedanum praeruptorum,MONDO:0010940
ncbitaxon:312531,Peucedanum praeruptorum,MONDO:0004979
ncbitaxon:3972,Viscum album,MONDO:0005027
ncbitaxon:49992,Thymus vulgaris,MONDO:0005709
ncbitaxon:49992,Thymus vulgaris,MONDO:0005077
ncbitaxon:3326,Larix laricina,MONDO:0005148
ncbitaxon:228354,Tephrosia purpurea,MONDO:0004979
ncbitaxon:228354,Tephrosia purpurea,MONDO:0010940
ncbitaxon:50282,Centaurea benedicta,MONDO:0005070
ncbitaxon:483693,Inula racemosa,MONDO:0005015
ncbitaxon:183063,Parthenium hysterophorus,MONDO:0002406
ncbitaxon:183063,Parthenium hysterophorus,MONDO:0001517
ncbitaxon:183063,Parthenium hysterophorus,MONDO:0005136
ncbitaxon:183063,Parthenium hysterophorus,MONDO:0021667
ncbitaxon:244311,Erigeron breviscapus,MONDO:0005062
ncbitaxon:228726,Vincetoxicum pycnostelma,MONDO:0002040
ncbitaxon:4068,Gymnema sylvestre,MONDO:0005147
ncbitaxon:165353,Angelica sinensis,MONDO:0016419
ncbitaxon:165353,Angelica sinensis,MONDO:0021100
ncbitaxon:58860,Tamarindus indica,MONDO:0018492
ncbitaxon:58860,Tamarindus indica,MONDO:0017885
ncbitaxon:82096,Eleutherococcus senticosus,MONDO:0005070
ncbitaxon:43575,Uncaria rhynchophylla,MONDO:0005559
ncbitaxon:459915,Rinorea apiculata,MONDO:0005070
ncbitaxon:203730,Aegonychon purpurocaeruleum,MONDO:0005154
ncbitaxon:138033,Vachellia nilotica,MONDO:0005015
ncbitaxon:616964,Rubus parkeri,MONDO:0001195
ncbitaxon:40949,Angelica archangelica,MONDO:0005618
ncbitaxon:4054,Panax ginseng,MONDO:0016648
ncbitaxon:4054,Panax ginseng,MONDO:0009395
ncbitaxon:53923,Senna alata,MONDO:0005136
ncbitaxon:53923,Senna alata,MONDO:0012202
ncbitaxon:3055,Chlamydomonas reinhardtii,MONDO:0005136
ncbitaxon:3055,Chlamydomonas reinhardtii,MONDO:0012202
ncbitaxon:155299,Litsea cubeba,MONDO:0005070
ncbitaxon:362788,Senna tora,MONDO:0019182
ncbitaxon:362788,Senna tora,MONDO:0011122
ncbitaxon:3346,Pinus pinea,MONDO:0008300
ncbitaxon:212256,Oxalis corniculata,MONDO:0001126
ncbitaxon:4307,Euonymus alatus,MONDO:0005240
ncbitaxon:300479,Crassula sieberiana,MONDO:0043839
ncbitaxon:32101,Pteridium aquilinum,MONDO:0007576
ncbitaxon:44586,Panax notoginseng,MONDO:0024644
ncbitaxon:4202,Sambucus nigra,MONDO:0008170
ncbitaxon:543672,Allium elburzense,MONDO:0005015
ncbitaxon:59895,Cynara cardunculus var. scolymus,MONDO:0005154
ncbitaxon:38859,Mentha longifolia,MONDO:0001836
ncbitaxon:268112,Tragopogon pterocarpus,MONDO:0004743
ncbitaxon:97723,Alpinia zerumbet,MONDO:0019303
ncbitaxon:3708,Brassica napus,MONDO:0004980
ncbitaxon:74613,Glycyrrhiza uralensis,MONDO:0005779
