plant_curie,plant_name,disease_curie
ncbitaxon:3311,Ginkgo biloba,MONDO:0005134
ncbitaxon:200738,Pottia lanceolata,MONDO:0000812
ncbitaxon:29689,Oryza eichingeri,MONDO:0005424
ncbitaxon:262757,Morella rubra,MONDO:0004298
ncbitaxon:495765,Thalictrum simplex,MONDO:0005812
ncbitaxon:248847,Meconopsis quintuplinervia,MONDO:0018076
ncbitaxon:72650,Veratrum viride,MONDO:0009326
ncbitaxon:4060,Rauvolfia serpentina,MONDO:0008334
ncbitaxon:221775,Gomphrena globosa,MONDO:0005111
ncbitaxon:475907,Lithospermum officinale,MONDO:0004770
ncbitaxon:113208,Physalis angulata,MONDO:0005578
ncbitaxon:128735,Rosa hybrid cultivar,MONDO:0005578
ncbitaxon:37690,Citrus trifoliata,MONDO:0012883
ncbitaxon:126435,Lantana camara,MONDO:0000940
ncbitaxon:576423,Paspalum regnellii,MONDO:0005113
ncbitaxon:108409,Cissampelos pareira,MONDO:0001517
ncbitaxon:167620,Neorautanenia mitis,MONDO:0012202
ncbitaxon:167620,Neorautanenia mitis,MONDO:0005136
ncbitaxon:68872,Striga hermonthica,MONDO:0012202
ncbitaxon:68872,Striga hermonthica,MONDO:0005136
ncbitaxon:3850,Griffonia simplicifolia,MONDO:0043839
ncbitaxon:60698,Macadamia integrifolia,MONDO:0000775
ncbitaxon:141467,Calotropis procera,MONDO:0005580
ncbitaxon:334476,Syzygium cordatum,MONDO:0005015
ncbitaxon:587669,Isodon rubescens,MONDO:0019438
ncbitaxon:587669,Isodon rubescens,MONDO:0009693
ncbitaxon:29818,Plantago major,MONDO:0001517
ncbitaxon:206227,Hoya carnosa,MONDO:0003664
ncbitaxon:49628,Rhododendron ponticum,MONDO:0002251
ncbitaxon:148728,Tetrapleura tetraptera,MONDO:0005027
ncbitaxon:85835,Strychnos potatorum,MONDO:0005240
ncbitaxon:85835,Strychnos potatorum,MONDO:0005154
ncbitaxon:49992,Thymus vulgaris,MONDO:0005828
ncbitaxon:3311,Ginkgo biloba,MONDO:0002898
ncbitaxon:50225,Taraxacum officinale,MONDO:0006545
ncbitaxon:45184,Turnera ulmifolia,MONDO:0005292
ncbitaxon:68546,Lunasia amara,MONDO:0043839
ncbitaxon:164405,Melaleuca alternifolia,MONDO:0024313
ncbitaxon:272846,Asparagus racemosus,MONDO:0004298
ncbitaxon:378725,Tristerix pubescens,MONDO:0000598
ncbitaxon:76098,Asarum sieboldii,MONDO:0005276
ncbitaxon:76098,Asarum sieboldii,MONDO:0002635
ncbitaxon:210348,Brucea javanica,MONDO:0005249
ncbitaxon:311405,Zingiber zerumbet,MONDO:0007256
ncbitaxon:3634,Gossypium barbadense,MONDO:0005047
ncbitaxon:271232,Limnosipanea palustris,MONDO:0006820
ncbitaxon:401011,Hypericum hookerianum,MONDO:0005070
ncbitaxon:35608,Artemisia annua,MONDO:0011989
ncbitaxon:63351,Epimedium koreanum,MONDO:0002629
ncbitaxon:53852,Cassia fistula,MONDO:0016075
ncbitaxon:48105,Bupleurum scorzonerifolium,MONDO:0007004
ncbitaxon:52838,Musa balbisiana,MONDO:0008495
ncbitaxon:504241,Croton reflexifolius,MONDO:0001126
ncbitaxon:504241,Croton reflexifolius,MONDO:0005001
ncbitaxon:4222,Carthamus tinctorius,MONDO:0002277
ncbitaxon:204156,Platostoma africanum,MONDO:0005554
ncbitaxon:189232,Jacobaea cannabifolia,MONDO:0005812
ncbitaxon:189232,Jacobaea cannabifolia,MONDO:0003781
ncbitaxon:339321,Rubia cordifolia,MONDO:0005240
ncbitaxon:54921,Pinus resinosa,MONDO:0015306
ncbitaxon:549412,Balfourodendron riedelianum,MONDO:0003014
ncbitaxon:195526,Polygonatum cyrtonema,MONDO:0005105
ncbitaxon:52818,Allamanda cathartica,MONDO:0005047
ncbitaxon:334697,Euphorbia stolonifera,MONDO:0021187
ncbitaxon:3899,Trifolium repens,MONDO:0005654
ncbitaxon:49666,Paris polyphylla,MONDO:0005061
ncbitaxon:3708,Brassica napus,MONDO:0005111
ncbitaxon:451948,Hebanthe paniculata,MONDO:0004979
ncbitaxon:451948,Hebanthe paniculata,MONDO:0010940
ncbitaxon:77546,Scenedesmus vacuolatus,MONDO:0018666
ncbitaxon:43879,Peganum harmala,MONDO:0007256
ncbitaxon:118510,Tanacetum cinerariifolium,MONDO:0003472
ncbitaxon:80913,Kalanchoe pinnata,MONDO:0005445
ncbitaxon:80913,Kalanchoe pinnata,MONDO:0021012
ncbitaxon:212310,Euphorbia tithymaloides,MONDO:0016075
ncbitaxon:397370,Centipeda minima,MONDO:0015459
ncbitaxon:434235,Pistacia integerrima,MONDO:0000651
ncbitaxon:64043,Actaea yunnanensis,MONDO:0016419
ncbitaxon:64043,Actaea yunnanensis,MONDO:0021100
ncbitaxon:43522,Morinda citrifolia,MONDO:0005096
ncbitaxon:593717,Parapachygone longifolia,MONDO:0006739
ncbitaxon:431188,Dendrobium candidum,MONDO:0010030
ncbitaxon:136217,Curcuma longa,MONDO:0004668
ncbitaxon:3930,Cuphea lanceolata,MONDO:0005401
ncbitaxon:204144,Ocimum gratissimum,MONDO:0005299
ncbitaxon:41241,Rumex acetosa,MONDO:0004609
ncbitaxon:43503,Ixora coccinea,MONDO:0002363
ncbitaxon:46901,Persicaria hydropiper,MONDO:0011122
ncbitaxon:46901,Persicaria hydropiper,MONDO:0019182
ncbitaxon:452790,Ruta chalepensis,MONDO:0005401
ncbitaxon:224845,Ambavia gerrardii,MONDO:0008170
ncbitaxon:265785,Atractylodes macrocephala,MONDO:0005105
ncbitaxon:124791,Schisandra rubriflora,MONDO:0005154
ncbitaxon:4683,Allium tuberosum,MONDO:0002635
ncbitaxon:4047,Coriandrum sativum,MONDO:0002635
ncbitaxon:296034,Phyllanthus niruri,MONDO:0021100
ncbitaxon:182084,Gynostemma pentaphyllum,MONDO:0005113
ncbitaxon:182084,Gynostemma pentaphyllum,MONDO:0002041
ncbitaxon:58860,Tamarindus indica,MONDO:0019052
ncbitaxon:179860,Nardostachys jatamansi,MONDO:0007889
ncbitaxon:13044,Potentilla indica,MONDO:0024563
ncbitaxon:13044,Potentilla indica,MONDO:0012521
ncbitaxon:469930,Garcinia kola,MONDO:0024355
ncbitaxon:63409,Ulva linza,MONDO:0002508
ncbitaxon:56917,Dumortiera hirsuta,MONDO:0005233
ncbitaxon:261611,Scorzonera cana,MONDO:0019297
ncbitaxon:261611,Scorzonera cana,MONDO:0019313
ncbitaxon:139012,Acacia mearnsii,MONDO:0004980
ncbitaxon:56525,Dittrichia viscosa,MONDO:0005070
ncbitaxon:112863,Lycium barbarum,MONDO:0011729
ncbitaxon:63779,Impatiens balsamina,MONDO:0007648
ncbitaxon:63779,Impatiens balsamina,MONDO:0021085
ncbitaxon:544674,Securinega suffruticosa,MONDO:0005401
ncbitaxon:252535,Luffa echinata,MONDO:0005401
ncbitaxon:91201,Gastrodia elata,MONDO:0013600
ncbitaxon:49827,Glycyrrhiza glabra,MONDO:0005194
ncbitaxon:152286,Hydrangea febrifuga,MONDO:0005707
ncbitaxon:152286,Hydrangea febrifuga,MONDO:0001517
ncbitaxon:33152,Ephedra sinica,MONDO:0002909
ncbitaxon:283133,Sauropus androgynus,MONDO:0017853
ncbitaxon:151819,Flabellaria paniculata,MONDO:0043839
ncbitaxon:260636,Orthosiphon stamineus,MONDO:0001166
ncbitaxon:28525,Menyanthes trifoliata,MONDO:0005376
ncbitaxon:204180,Plectranthus amboinicus,MONDO:0008903
ncbitaxon:204180,Plectranthus amboinicus,MONDO:0021117
ncbitaxon:53848,Calpurnia aurea,MONDO:0005976
ncbitaxon:53848,Calpurnia aurea,MONDO:0005136
ncbitaxon:53848,Calpurnia aurea,MONDO:0012202
ncbitaxon:53848,Calpurnia aurea,MONDO:0019173
ncbitaxon:93611,Dysosma versipellis,MONDO:0027026
ncbitaxon:93611,Dysosma versipellis,MONDO:0005070
ncbitaxon:371726,Pistacia lentiscus,MONDO:0001517
ncbitaxon:4020,Tropaeolum majus,MONDO:0024355
ncbitaxon:4076,Datura stramonium,MONDO:0043839
ncbitaxon:4076,Datura stramonium,MONDO:0005554
ncbitaxon:4076,Datura stramonium,MONDO:0005393
ncbitaxon:74613,Glycyrrhiza uralensis,MONDO:0004298
ncbitaxon:127986,Matricaria chamomilla var. recutita,MONDO:0005982
ncbitaxon:180066,Dipsacus asperoides,MONDO:0002629
ncbitaxon:57577,Trifolium pratense,MONDO:0004995
ncbitaxon:228395,Lycoris radiata,MONDO:0004975
ncbitaxon:459915,Rinorea apiculata,MONDO:0008903
ncbitaxon:459915,Rinorea apiculata,MONDO:0021117
ncbitaxon:122832,Platanus orientalis,MONDO:0002898
ncbitaxon:511509,Cleome arabica,MONDO:0005070
ncbitaxon:264540,Arracacia xanthorrhiza,MONDO:0005108
ncbitaxon:152838,Lycoris aurea,MONDO:0005070
ncbitaxon:258209,Berberis vulgaris,MONDO:0005292
ncbitaxon:539070,Indigofera frutescens,MONDO:0005070
ncbitaxon:28511,Pogostemon cablin,MONDO:0007921
ncbitaxon:431188,Dendrobium candidum,MONDO:0003409
ncbitaxon:167337,Chrysopogon zizanioides,MONDO:0013600
ncbitaxon:48101,Angelica dahurica,MONDO:0025419
ncbitaxon:48101,Angelica dahurica,MONDO:0005227
ncbitaxon:119260,Cinnamomum aromaticum,MONDO:0013059
ncbitaxon:119260,Cinnamomum aromaticum,MONDO:0018866
ncbitaxon:459143,Picrolemma sprucei,MONDO:0024271
ncbitaxon:459143,Picrolemma sprucei,MONDO:0005136
ncbitaxon:278104,Coreopsis auriculata,MONDO:0005070
ncbitaxon:128002,Tanacetum vulgare,MONDO:0015254
ncbitaxon:128002,Tanacetum vulgare,MONDO:0005135
ncbitaxon:587666,Platostoma chinense,MONDO:0002909
ncbitaxon:169249,Glinus lotoides,MONDO:0015254
ncbitaxon:112817,Casearia sylvestris,MONDO:0005311
ncbitaxon:44685,Panax japonicus,MONDO:0005570
ncbitaxon:4054,Panax ginseng,MONDO:0015278
ncbitaxon:356285,Sandoricum koetjape,MONDO:0005575
ncbitaxon:356285,Sandoricum koetjape,MONDO:0023113
ncbitaxon:205582,Solanum sisymbriifolium,MONDO:0001517
ncbitaxon:114476,Gardenia jasminoides,MONDO:0004980
ncbitaxon:64477,Dioscorea quinquelobata,MONDO:0004995
ncbitaxon:3811,Adenanthera pavonina,MONDO:0017373
ncbitaxon:99292,Hovenia dulcis,MONDO:0021699
ncbitaxon:43879,Peganum harmala,MONDO:0005135
ncbitaxon:454547,Salsola rosmarinus,MONDO:0011989
ncbitaxon:4392,Eucommia ulmoides,MONDO:0005559
ncbitaxon:4392,Eucommia ulmoides,MONDO:0004975
ncbitaxon:4392,Eucommia ulmoides,MONDO:0015140
ncbitaxon:77113,Nuphar lutea,MONDO:0001881
ncbitaxon:167572,Stemona tuberosa,MONDO:0003781
ncbitaxon:120290,Psidium guajava,MONDO:0009378
ncbitaxon:265785,Atractylodes macrocephala,MONDO:0005660
ncbitaxon:55635,Inula helenium,MONDO:0005559
ncbitaxon:148720,Piptadeniastrum africanum,MONDO:0001126
ncbitaxon:4013,Toxicodendron vernicifluum,MONDO:0021105
ncbitaxon:28478,Xanthosoma sagittifolium,MONDO:0004643
ncbitaxon:76393,Hovea elliptica,MONDO:0005366
ncbitaxon:34316,Eucalyptus camaldulensis,MONDO:0006662
ncbitaxon:3528,Phytolacca acinosa,MONDO:0004979
ncbitaxon:3528,Phytolacca acinosa,MONDO:0010940
ncbitaxon:262913,Alisma plantago-aquatica subsp. orientale,MONDO:0004790
ncbitaxon:39329,Lavandula angustifolia,MONDO:0006014
ncbitaxon:53829,Apuleia leiocarpa,MONDO:0006525
ncbitaxon:4112,Solanum nigrum,MONDO:0043693
ncbitaxon:271748,Cratoxylum arborescens,MONDO:0005070
ncbitaxon:273781,Cinchona officinalis,MONDO:0002508
ncbitaxon:190244,Helicteres angustifolia,MONDO:0002629
ncbitaxon:76306,Mimosa pudica,MONDO:0007184
ncbitaxon:76306,Mimosa pudica,MONDO:0001517
ncbitaxon:80369,Imperata cylindrica,MONDO:0005096
ncbitaxon:41230,Marrubium vulgare,MONDO:0021187
ncbitaxon:266091,Gynochthodes officinalis,MONDO:0005146
ncbitaxon:49992,Thymus vulgaris,MONDO:0021117
ncbitaxon:49992,Thymus vulgaris,MONDO:0008903
ncbitaxon:396367,Scutellaria barbata,MONDO:0007648
ncbitaxon:155022,Terminalia chebula,MONDO:0001627
ncbitaxon:36610,Cydonia oblonga,MONDO:0043839
ncbitaxon:36610,Cydonia oblonga,MONDO:0024355
ncbitaxon:180581,Withania coagulans,MONDO:0005299
ncbitaxon:351363,Gaussia princeps H.Wendl. 1865,MONDO:0020333
ncbitaxon:254027,Oldenlandia diffusa,MONDO:0018881
ncbitaxon:3311,Ginkgo biloba,MONDO:0018666
ncbitaxon:4072,Capsicum annuum,MONDO:0009662
ncbitaxon:109063,Alnus japonica,MONDO:0021040
ncbitaxon:41554,Coreopsis tinctoria,MONDO:0005154
ncbitaxon:47083,Melilotus officinalis,MONDO:0005299
ncbitaxon:103349,Vitis rotundifolia,MONDO:0016419
ncbitaxon:555479,Nigella sativa,MONDO:0001657
ncbitaxon:241857,Antiaris toxicaria,MONDO:0005115
ncbitaxon:288954,Dianthus amurensis,MONDO:0015285
ncbitaxon:63351,Epimedium koreanum,MONDO:0005148
ncbitaxon:45385,Aloe arborescens,MONDO:0005559
ncbitaxon:48106,Centella asiatica,MONDO:0006573
ncbitaxon:34254,Lithospermum erythrorhizon,MONDO:0004975
ncbitaxon:48386,Perilla frutescens,MONDO:0005061
ncbitaxon:28511,Pogostemon cablin,MONDO:0015796
ncbitaxon:160994,Houstonia canadensis,MONDO:0005113
ncbitaxon:257352,Rhynchostylis retusa,MONDO:0018076
ncbitaxon:257352,Rhynchostylis retusa,MONDO:0010940
ncbitaxon:257352,Rhynchostylis retusa,MONDO:0004979
ncbitaxon:257352,Rhynchostylis retusa,MONDO:0012202
ncbitaxon:257352,Rhynchostylis retusa,MONDO:0005136
ncbitaxon:112863,Lycium barbarum,MONDO:0005558
ncbitaxon:4576,Zea diploperennis,MONDO:0005113
ncbitaxon:48106,Centella asiatica,MONDO:0011122
ncbitaxon:48106,Centella asiatica,MONDO:0019182
ncbitaxon:34203,Maranta leuconeura,MONDO:0005276
ncbitaxon:3483,Cannabis sativa,MONDO:0005105
ncbitaxon:137693,Polygonum aviculare,MONDO:0021117
ncbitaxon:137693,Polygonum aviculare,MONDO:0008903
ncbitaxon:75702,Populus euphratica,MONDO:0005580
ncbitaxon:4606,Lolium arundinaceum,MONDO:0002263
ncbitaxon:136217,Curcuma longa,MONDO:0005085
ncbitaxon:544674,Securinega suffruticosa,MONDO:0005059
ncbitaxon:273621,Euphorbia pekinensis,MONDO:0005240
ncbitaxon:39338,Melissa officinalis,MONDO:0005487
ncbitaxon:98504,Matricaria chamomilla,MONDO:0005487
ncbitaxon:203015,Rhodiola rosea,MONDO:0008170
ncbitaxon:59326,Himantoglossum hircinum,MONDO:0024355
ncbitaxon:3498,Morus alba,MONDO:0005027
ncbitaxon:98373,Dendropanax morbifer,MONDO:0004790
ncbitaxon:126421,Fraxinus xanthoxyloides,MONDO:0005240
ncbitaxon:41398,Nyctanthes arbor-tristis,MONDO:0005070
ncbitaxon:124943,Azadirachta indica,MONDO:0005100
ncbitaxon:240005,Achyranthes aspera,MONDO:0011729
ncbitaxon:280048,Copaifera langsdorffii,MONDO:0005105
ncbitaxon:123405,Catha edulis,MONDO:0005527
ncbitaxon:555479,Nigella sativa,MONDO:0001040
ncbitaxon:4465,Acorus calamus,MONDO:0005618
ncbitaxon:49619,Rhododendron anthopogon,MONDO:0005570
ncbitaxon:169606,Tagetes lucida,MONDO:0005892
ncbitaxon:153348,Lepidium meyenii,MONDO:0002251
ncbitaxon:51089,Myristica fragrans,MONDO:0005276
ncbitaxon:388567,Cyperus iria,MONDO:0001357
ncbitaxon:74825,Pachysandra terminalis,MONDO:0005077
ncbitaxon:50543,Trichosanthes cucumerina,MONDO:0007471
ncbitaxon:4222,Carthamus tinctorius,MONDO:0006582
ncbitaxon:174461,Osteospermum fruticosum,MONDO:0019004
ncbitaxon:3656,Cucumis melo,MONDO:0044083
ncbitaxon:45837,Solanum pseudocapsicum,MONDO:0005229
ncbitaxon:60117,Cornus capitata,MONDO:0005015
ncbitaxon:58228,Garcinia mangostana,MONDO:0007169
ncbitaxon:50174,Ximenia americana,MONDO:0005886
ncbitaxon:83819,Polygonum cuspidatum,MONDO:0005393
ncbitaxon:51953,Elaeis guineensis,MONDO:0005283
ncbitaxon:180498,Jatropha curcas,MONDO:0002898
ncbitaxon:171929,Anacardium occidentale,MONDO:0003014
ncbitaxon:49577,Hellenia speciosa,MONDO:0008315
ncbitaxon:49577,Hellenia speciosa,MONDO:0023122
ncbitaxon:141467,Calotropis procera,MONDO:0002268
ncbitaxon:3710,Brassica nigra,MONDO:0002203
ncbitaxon:175694,Andrographis paniculata,MONDO:0002647
ncbitaxon:115475,Hyophorbe lagenicaulis,MONDO:0005015
ncbitaxon:516551,Lycopus lucidus,MONDO:0005266
ncbitaxon:458696,Tripterygium wilfordii,MONDO:0005928
ncbitaxon:144562,Pyracantha fortuneana,MONDO:0005148
ncbitaxon:98504,Matricaria chamomilla,MONDO:0011182
ncbitaxon:98504,Matricaria chamomilla,MONDO:0018767
ncbitaxon:158324,Astragalus propinquus,MONDO:0005070
ncbitaxon:4451,Sagittaria sagittifolia,MONDO:0005070
ncbitaxon:78782,Grammatophyllum speciosum,MONDO:0003781
ncbitaxon:78782,Grammatophyllum speciosum,MONDO:0002258
ncbitaxon:18101,Gerbera hybrid cultivar,MONDO:0025510
ncbitaxon:204211,Callicarpa americana,MONDO:0011438
ncbitaxon:219868,Syzygium aromaticum,MONDO:0011382
ncbitaxon:219868,Syzygium aromaticum,MONDO:0001292
ncbitaxon:133573,Melochia corchorifolia,MONDO:0005105
ncbitaxon:75640,Centaurea depressa,MONDO:0042983
ncbitaxon:51089,Myristica fragrans,MONDO:0005487
ncbitaxon:369350,Tiarella cordifolia,MONDO:0009741
ncbitaxon:369350,Tiarella cordifolia,MONDO:0005072
ncbitaxon:97750,Kaempferia galanga,MONDO:0016419
ncbitaxon:97750,Kaempferia galanga,MONDO:0021100
ncbitaxon:205937,Crinum asiaticum,MONDO:0001357
ncbitaxon:335173,Cistus ladanifer,MONDO:0005105
ncbitaxon:97031,Trifolium pallidum,MONDO:0020683
ncbitaxon:282771,Achillea wilhelmsii,MONDO:0005153
ncbitaxon:171929,Anacardium occidentale,MONDO:0016822
ncbitaxon:403832,Caragana sinica,MONDO:0018160
ncbitaxon:403832,Caragana sinica,MONDO:0008380
ncbitaxon:329794,Solanum paniculatum,MONDO:0021100
ncbitaxon:39367,Salvia rosmarinus,MONDO:0018866
ncbitaxon:39367,Salvia rosmarinus,MONDO:0013059
ncbitaxon:54878,Enterolobium cyclocarpum,MONDO:0005070
ncbitaxon:76037,Fallopia scandens,MONDO:0005070
ncbitaxon:42337,Bidens pilosa,MONDO:0005292
ncbitaxon:78168,Passiflora edulis,MONDO:0007127
ncbitaxon:91214,Juglans cinerea,MONDO:0009532
ncbitaxon:91214,Juglans cinerea,MONDO:0013415
ncbitaxon:126910,Withania somnifera,MONDO:0001627
ncbitaxon:99294,Hura crepitans,MONDO:0023113
ncbitaxon:99294,Hura crepitans,MONDO:0005575
ncbitaxon:4265,Cynara cardunculus,MONDO:0004790
ncbitaxon:97750,Kaempferia galanga,MONDO:0002771
ncbitaxon:97750,Kaempferia galanga,MONDO:0005070
ncbitaxon:3311,Ginkgo biloba,MONDO:0007899
ncbitaxon:50507,Schisandra chinensis,MONDO:0005618
ncbitaxon:176265,Hylocereus undatus,MONDO:0004842
ncbitaxon:39358,Prunella vulgaris,MONDO:0005494
ncbitaxon:139012,Acacia mearnsii,MONDO:0018902
ncbitaxon:50189,Torreya nucifera,MONDO:0005105
ncbitaxon:246365,Dacryodes edulis,MONDO:0005070
ncbitaxon:4151,Antirrhinum majus,MONDO:0005070
ncbitaxon:4151,Antirrhinum majus,MONDO:0008903
ncbitaxon:4151,Antirrhinum majus,MONDO:0021117
ncbitaxon:443222,Toona sinensis,MONDO:0001517
ncbitaxon:74656,Agrimonia pilosa,MONDO:0005580
ncbitaxon:79757,Coriaria japonica,MONDO:0005090
ncbitaxon:4060,Rauvolfia serpentina,MONDO:0001315
ncbitaxon:28980,Sequoia sempervirens,MONDO:0018305
ncbitaxon:244027,Epimedium grandiflorum,MONDO:0004496
ncbitaxon:4460,Colocasia esculenta,MONDO:0021765
ncbitaxon:274371,Nierembergia aristata,MONDO:0005070
ncbitaxon:182105,Ficus benjamina,MONDO:0006589
ncbitaxon:296036,Phyllanthus emblica,MONDO:0004948
ncbitaxon:296036,Phyllanthus emblica,MONDO:0007190
ncbitaxon:453243,Typha angustata,MONDO:0004995
ncbitaxon:53719,Eclipta prostrata,MONDO:0005722
ncbitaxon:97361,Hordeum murinum,MONDO:0002076
ncbitaxon:4222,Carthamus tinctorius,MONDO:0043839
ncbitaxon:43879,Peganum harmala,MONDO:0005661
ncbitaxon:280048,Copaifera langsdorffii,MONDO:0004298
ncbitaxon:35924,Paeonia lactiflora,MONDO:0005468
ncbitaxon:135200,Schizonepeta tenuifolia,MONDO:0007950
ncbitaxon:40922,Anethum graveolens,MONDO:0011786
ncbitaxon:103352,Vitis rupestris,MONDO:0006009
ncbitaxon:49840,Sophora flavescens,MONDO:0005402
ncbitaxon:182084,Gynostemma pentaphyllum,MONDO:0006406
ncbitaxon:4076,Datura stramonium,MONDO:0018186
ncbitaxon:148714,Parkia speciosa,MONDO:0007576
ncbitaxon:93385,Brassica rapa subsp. chinensis,MONDO:0005660
ncbitaxon:3679,Ecballium elaterium,MONDO:0019122
ncbitaxon:126910,Withania somnifera,MONDO:0005096
ncbitaxon:263974,Bacopa monnieri,MONDO:0005468
ncbitaxon:240005,Achyranthes aspera,MONDO:0004995
ncbitaxon:103972,Fitzroya cupressoides,MONDO:0000775
ncbitaxon:49827,Glycyrrhiza glabra,MONDO:0006547
ncbitaxon:49827,Glycyrrhiza glabra,MONDO:0002406
ncbitaxon:113636,Populus tremula,MONDO:0005578
ncbitaxon:462879,Solidago virgaurea,MONDO:0005578
ncbitaxon:38873,Fraxinus excelsior,MONDO:0005578
ncbitaxon:3501,Urtica dioica,MONDO:0003105
ncbitaxon:121073,Cassytha filiformis,MONDO:0005459
ncbitaxon:170354,Crossopteryx febrifuga,MONDO:0005136
ncbitaxon:265784,Artemisia iwayomogi,MONDO:0009568
ncbitaxon:48105,Bupleurum scorzonerifolium,MONDO:0021117
ncbitaxon:48105,Bupleurum scorzonerifolium,MONDO:0008903
ncbitaxon:4066,Calotropis gigantea,MONDO:0009518
ncbitaxon:4066,Calotropis gigantea,MONDO:0005976
ncbitaxon:4066,Calotropis gigantea,MONDO:0043839
ncbitaxon:4066,Calotropis gigantea,MONDO:0005124
ncbitaxon:4013,Toxicodendron vernicifluum,MONDO:0002251
ncbitaxon:613112,Boswellia serrata,MONDO:0002203
ncbitaxon:182917,Oplopanax horridus,MONDO:0005578
ncbitaxon:51240,Juglans regia,MONDO:0006564
ncbitaxon:83819,Polygonum cuspidatum,MONDO:0005053
ncbitaxon:102107,Prunus mume,MONDO:0002268
ncbitaxon:103965,Calocedrus macrolepis,MONDO:0005070
ncbitaxon:67918,Toona ciliata,MONDO:0001126
ncbitaxon:3981,Hevea brasiliensis,MONDO:0001045
ncbitaxon:231677,Equisetum myriochaetum,MONDO:0005240
ncbitaxon:381410,Alternanthera philoxeroides,MONDO:0001577
ncbitaxon:316844,Hippomane mancinella,MONDO:0001517
ncbitaxon:3850,Griffonia simplicifolia,MONDO:0005041
ncbitaxon:35938,Robinia pseudoacacia,MONDO:0005070
ncbitaxon:364664,Cecarria obtusifolia,MONDO:0043959
ncbitaxon:364664,Cecarria obtusifolia,MONDO:0002637
ncbitaxon:340647,Passiflora trifoliata,MONDO:0018902
ncbitaxon:340647,Passiflora trifoliata,MONDO:0007256
ncbitaxon:3483,Cannabis sativa,MONDO:0011786
ncbitaxon:49666,Paris polyphylla,MONDO:0005027
ncbitaxon:4532,Oryza australiensis,MONDO:0005424
ncbitaxon:190712,Periploca sepium,MONDO:0005154
ncbitaxon:193516,Hippophae rhamnoides,MONDO:0024644
ncbitaxon:184140,Sechium edule,MONDO:0008495
ncbitaxon:171251,Citrus medica,MONDO:0009072
ncbitaxon:193516,Hippophae rhamnoides,MONDO:0005049
ncbitaxon:458696,Tripterygium wilfordii,MONDO:0002977
ncbitaxon:260130,Acca sellowiana,MONDO:0005298
ncbitaxon:260130,Acca sellowiana,MONDO:0008159
ncbitaxon:48401,Caulophyllum robustum,MONDO:0024644
ncbitaxon:390705,Securigera securidaca,MONDO:0004298
ncbitaxon:172793,Solanum jamesii,MONDO:0008315
ncbitaxon:172793,Solanum jamesii,MONDO:0023122
ncbitaxon:169191,Schinus terebinthifolia,MONDO:0005570
ncbitaxon:261450,Coptis chinensis,MONDO:0002406
ncbitaxon:260636,Orthosiphon stamineus,MONDO:0043839
ncbitaxon:210378,Hypericum ascyron,MONDO:0008903
ncbitaxon:210378,Hypericum ascyron,MONDO:0021117
ncbitaxon:33129,Phaseolus acutifolius,MONDO:0005062
ncbitaxon:304181,Aristolochia bracteolata,MONDO:0002406
ncbitaxon:3498,Morus alba,MONDO:0005059
ncbitaxon:320667,Trichosanthes dioica,MONDO:0002909
ncbitaxon:271192,Pimpinella anisum,MONDO:0002203
ncbitaxon:210348,Brucea javanica,MONDO:0006474
ncbitaxon:241857,Antiaris toxicaria,MONDO:0005267
ncbitaxon:300888,Patrinia scabiosifolia,MONDO:0005292
ncbitaxon:50507,Schisandra chinensis,MONDO:0043839
ncbitaxon:503355,Chlorophytum borivilianum,MONDO:0002363
ncbitaxon:403115,Rauvolfia vomitoria,MONDO:0005015
ncbitaxon:286858,Ranunculus arvensis,MONDO:0005554
ncbitaxon:97729,Boesenbergia rotunda,MONDO:0005233
ncbitaxon:278104,Coreopsis auriculata,MONDO:0004995
ncbitaxon:370704,Senegalia macrostachya,MONDO:0005070
ncbitaxon:16752,Houttuynia cordata,MONDO:0021184
ncbitaxon:69375,Adenium obesum,MONDO:0005812
ncbitaxon:83951,Oroxylum indicum,MONDO:0004298
ncbitaxon:124943,Azadirachta indica,MONDO:0021187
ncbitaxon:97750,Kaempferia galanga,MONDO:0003781
ncbitaxon:97750,Kaempferia galanga,MONDO:0005267
ncbitaxon:97750,Kaempferia galanga,MONDO:0005015
ncbitaxon:97750,Kaempferia galanga,MONDO:0005240
ncbitaxon:94327,Alpinia galanga,MONDO:0005267
ncbitaxon:74647,Rosa multiflora,MONDO:0011751
ncbitaxon:74647,Rosa multiflora,MONDO:0005002
ncbitaxon:74647,Rosa multiflora,MONDO:0005812
ncbitaxon:74647,Rosa multiflora,MONDO:0007704
ncbitaxon:74647,Rosa multiflora,MONDO:0005178
ncbitaxon:99300,Rehmannia glutinosa,MONDO:0001627
ncbitaxon:183260,Hibiscus sabdariffa,MONDO:0002474
ncbitaxon:99300,Rehmannia glutinosa,MONDO:0002251
ncbitaxon:45207,Aralia nudicaulis,MONDO:0018076
ncbitaxon:371726,Pistacia lentiscus,MONDO:0005416
ncbitaxon:137456,Sanguisorba minor,MONDO:0005070
ncbitaxon:172200,Terminalia arjuna,MONDO:0021666
ncbitaxon:183296,Thermopsis montana,MONDO:0020121
ncbitaxon:4054,Panax ginseng,MONDO:0005459
ncbitaxon:3311,Ginkgo biloba,MONDO:0005001
ncbitaxon:3634,Gossypium barbadense,MONDO:0015496
ncbitaxon:4265,Cynara cardunculus,MONDO:0018952
