6904	1	1
4527	1	1
6306	1	1
13748	1	1
10079	1	1
14449	2	1
14455	2	1
95	2	1
16027	2	1
46	2	1
380	2	1
100	2	1
297	2	1
299	2	1
238	2	1
296	2	1
969	2	1
593	2	1
528	2	1
594	2	1
604	2	1
3669	2	1
2918	2	1
3497	2	1
3648	2	1
3902	2	1
5244	2	1
4111	2	1
4291	2	1
4840	2	1
4947	2	1
4983	2	1
5187	2	1
5355	2	1
6907	2	1
5412	2	1
5998	2	1
6253	2	1
5591	2	1
7075	2	1
7273	2	1
7406	2	1
7928	2	1
9633	2	1
8482	2	1
8481	2	1
9216	2	1
8858	2	1
10373	2	1
9378	2	1
10141	2	1
10233	2	1
10720	2	1
10949	2	1
11983	2	1
11982	2	1
12699	2	1
12165	2	1
12746	2	1
12945	2	1
12783	2	1
12794	2	1
13074	2	1
13075	2	1
13668	2	1
13287	2	1
2049	3	1
521	3	1
2451	3	1
8858	3	1
4013	3	1
3769	3	1
13748	3	1
10314	3	1
15661	4	1
405	4	1
306	4	1
378	4	1
1062	4	1
8858	4	1
3912	4	1
8089	4	1
4546	4	1
6388	4	1
8824	4	1
10230	4	1
10374	4	1
14431	5	1
14635	5	1
946	5	1
224	5	1
255	5	1
3082	5	1
2054	5	1
2800	5	1
2049	5	1
2124	5	1
3681	5	1
3329	5	1
3769	5	1
5145	5	1
4699	5	1
4661	5	1
7213	5	1
5920	5	1
6904	5	1
9619	5	1
9060	5	1
8858	5	1
9956	5	1
10113	5	1
10220	5	1
10298	5	1
13748	5	1
11362	5	1
10949	5	1
11239	5	1
12384	5	1
14282	5	1
3129	6	1
3661	6	1
5145	6	1
10289	6	1
14455	7	1
14579	7	1
14634	7	1
14710	7	1
14745	7	1
14353	7	1
14882	7	1
15023	7	1
15016	7	1
15234	7	1
15172	7	1
15103	7	1
15212	7	1
15329	7	1
15359	7	1
15330	7	1
15547	7	1
15544	7	1
15501	7	1
15546	7	1
15579	7	1
15580	7	1
15548	7	1
15607	7	1
15581	7	1
15603	7	1
15653	7	1
15647	7	1
15661	7	1
15690	7	1
15654	7	1
15797	7	1
15788	7	1
16132	7	1
15827	7	1
16027	7	1
16125	7	1
16181	7	1
16133	7	1
21	7	1
43	7	1
32	7	1
107	7	1
58	7	1
95	7	1
109	7	1
115	7	1
117	7	1
217	7	1
121	7	1
127	7	1
174	7	1
224	7	1
168	7	1
236	7	1
252	7	1
241	7	1
337	7	1
254	7	1
292	7	1
376	7	1
361	7	1
375	7	1
317	7	1
374	7	1
385	7	1
381	7	1
379	7	1
405	7	1
389	7	1
382	7	1
422	7	1
418	7	1
535	7	1
518	7	1
630	7	1
594	7	1
631	7	1
615	7	1
623	7	1
948	7	1
692	7	1
757	7	1
775	7	1
962	7	1
1041	7	1
993	7	1
1061	7	1
1090	7	1
1062	7	1
1077	7	1
1180	7	1
1441	7	1
1370	7	1
1387	7	1
1394	7	1
1412	7	1
1427	7	1
1322	7	1
1364	7	1
1393	7	1
1448	7	1
1450	7	1
1443	7	1
1519	7	1
1472	7	1
1549	7	1
1593	7	1
1803	7	1
1792	7	1
1793	7	1
1760	7	1
1950	7	1
1868	7	1
2063	7	1
1894	7	1
1989	7	1
2048	7	1
2054	7	1
2055	7	1
2062	7	1
1951	7	1
2064	7	1
2230	7	1
2103	7	1
2171	7	1
2403	7	1
2270	7	1
2345	7	1
2405	7	1
2487	7	1
2432	7	1
2736	7	1
2625	7	1
2518	7	1
2519	7	1
2545	7	1
2686	7	1
2698	7	1
2701	7	1
2774	7	1
2824	7	1
2863	7	1
2827	7	1
2904	7	1
2921	7	1
3129	7	1
3076	7	1
3308	7	1
3153	7	1
3154	7	1
3155	7	1
3344	7	1
3466	7	1
3354	7	1
3495	7	1
3497	7	1
3501	7	1
3530	7	1
3515	7	1
3568	7	1
3554	7	1
3585	7	1
3570	7	1
3569	7	1
3648	7	1
3769	7	1
3646	7	1
3661	7	1
3687	7	1
3937	7	1
3766	7	1
3884	7	1
3926	7	1
3761	7	1
4001	7	1
4111	7	1
4030	7	1
4092	7	1
4175	7	1
4228	7	1
4179	7	1
4188	7	1
4195	7	1
4213	7	1
4215	7	1
4231	7	1
4219	7	1
4400	7	1
4268	7	1
4269	7	1
4455	7	1
4416	7	1
4440	7	1
4699	7	1
4461	7	1
4463	7	1
4575	7	1
4661	7	1
4666	7	1
4686	7	1
4688	7	1
4418	7	1
4545	7	1
4618	7	1
4635	7	1
4641	7	1
4644	7	1
4664	7	1
4665	7	1
4830	7	1
4760	7	1
4840	7	1
4903	7	1
4841	7	1
4847	7	1
4947	7	1
4983	7	1
5224	7	1
5004	7	1
4985	7	1
5095	7	1
5399	7	1
5356	7	1
5244	7	1
5645	7	1
5430	7	1
5521	7	1
5523	7	1
5524	7	1
5527	7	1
5542	7	1
5598	7	1
5650	7	1
5657	7	1
5526	7	1
5541	7	1
5601	7	1
5920	7	1
6009	7	1
5941	7	1
5942	7	1
5906	7	1
5959	7	1
6061	7	1
6010	7	1
6060	7	1
6297	7	1
6190	7	1
6199	7	1
6098	7	1
6314	7	1
6456	7	1
6300	7	1
6350	7	1
6773	7	1
6533	7	1
6581	7	1
6525	7	1
7260	7	1
7141	7	1
6862	7	1
7213	7	1
7416	7	1
7275	7	1
7359	7	1
7273	7	1
7363	7	1
7364	7	1
7368	7	1
7369	7	1
7406	7	1
7650	7	1
7466	7	1
7458	7	1
7583	7	1
7757	7	1
7669	7	1
7802	7	1
7761	7	1
7817	7	1
7819	7	1
7966	7	1
7885	7	1
7955	7	1
7969	7	1
7979	7	1
8008	7	1
7975	7	1
8036	7	1
8266	7	1
8200	7	1
8201	7	1
8064	7	1
8101	7	1
8214	7	1
8216	7	1
8367	7	1
8378	7	1
8284	7	1
8450	7	1
8386	7	1
8427	7	1
8396	7	1
8480	7	1
8478	7	1
8564	7	1
8511	7	1
8636	7	1
8644	7	1
8608	7	1
8832	7	1
8645	7	1
8649	7	1
8807	7	1
8817	7	1
8842	7	1
8812	7	1
8858	7	1
8856	7	1
8863	7	1
9021	7	1
8867	7	1
8900	7	1
8911	7	1
8917	7	1
8920	7	1
9060	7	1
8982	7	1
9053	7	1
9101	7	1
9226	7	1
9114	7	1
9205	7	1
9215	7	1
9619	7	1
9426	7	1
9427	7	1
9442	7	1
9462	7	1
9440	7	1
9637	7	1
9714	7	1
9737	7	1
9791	7	1
9748	7	1
10033	7	1
9915	7	1
10087	7	1
10047	7	1
10113	7	1
10100	7	1
10222	7	1
10141	7	1
10158	7	1
10133	7	1
10151	7	1
10157	7	1
10240	7	1
10230	7	1
10307	7	1
10237	7	1
10297	7	1
10332	7	1
10322	7	1
10328	7	1
10339	7	1
10330	7	1
10356	7	1
10344	7	1
10340	7	1
10359	7	1
10372	7	1
10361	7	1
10451	7	1
10554	7	1
10689	7	1
10692	7	1
10765	7	1
10686	7	1
10716	7	1
